epoch,loss,type
0,0.04957582311807269,train
1,0.02533661299893667,train
2,0.021666959863407803,train
3,0.019073368772809185,train
4,0.01789538603454005,train
5,0.01708433618611066,train
6,0.01642888630671397,train
7,0.01597820108225024,train
8,0.015444948463113891,train
9,0.015026689610725473,train
10,0.014581956401530425,train
11,0.014227803526137051,train
12,0.013878731501241196,train
13,0.013609937673174434,train
14,0.013379722877276396,train
15,0.013185409317439374,train
16,0.01297310111107529,train
17,0.012802086967926802,train
18,0.012606794532550557,train
19,0.012524887515171066,train
20,0.012365723506204065,train
21,0.0122827935162669,train
22,0.0121538610820982,train
23,0.012061964236416497,train
24,0.011974136319772882,train
25,0.011869816727155402,train
26,0.01177331773482622,train
27,0.011696638789708653,train
28,0.01160885607067228,train
29,0.011533306388993747,train
30,0.011470247008362784,train
31,0.011428507374812356,train
32,0.011375337890716687,train
33,0.011302313507901934,train
34,0.011259846482644819,train
35,0.011205121887778535,train
36,0.011189223314724876,train
37,0.011111457873720672,train
38,0.01108697858487537,train
39,0.011074809429703424,train
40,0.011020370020139563,train
41,0.011013285329465303,train
42,0.010976972107275067,train
43,0.010911344894756474,train
44,0.0108838377448624,train
45,0.010890034972444179,train
46,0.010857697062842054,train
47,0.010834499834198104,train
48,0.010828848367264606,train
49,0.010778563386523068,train
0,0.028939058321493644,test
1,0.02438679825111672,test
2,0.020536716115033184,test
3,0.018960077119756627,test
4,0.017971953116522894,test
5,0.017266404208430536,test
6,0.016835021884353072,test
7,0.016309601794348823,test
8,0.01554785518469634,test
9,0.015421871255945276,test
10,0.014658438739070186,test
11,0.014642174883242006,test
12,0.014498885281880697,test
13,0.01400109133190579,test
14,0.013557003951955724,test
15,0.013564262815758035,test
16,0.013527089196664316,test
17,0.013105488024817574,test
18,0.012965012341958505,test
19,0.012837872476930972,test
20,0.012791923703087701,test
21,0.012642568796652334,test
22,0.012513896599522343,test
23,0.012429241152162904,test
24,0.012464638960802996,test
25,0.012177268289636682,test
26,0.012310701726984095,test
27,0.012225006322507505,test
28,0.012018271024138839,test
29,0.011991486007195932,test
30,0.012094489171769885,test
31,0.011913597714459455,test
32,0.011696583419375949,test
33,0.011712220712944314,test
34,0.011679634539286296,test
35,0.01156328442538226,test
36,0.011749816484804507,test
37,0.01157703455819024,test
38,0.0115041803183379,test
39,0.011452621470557318,test
40,0.011426203148453324,test
41,0.011459861829545762,test
42,0.011411933407960114,test
43,0.011393784286357738,test
44,0.011299478802857576,test
45,0.011423652546494096,test
46,0.011392952594050655,test
47,0.011414038968969274,test
48,0.011194190466845477,test
49,0.011395880679731015,test
50,0.010779174823641928,train
51,0.01076516291973694,train
52,0.01073875141658137,train
53,0.010687835847910863,train
54,0.010643439686883888,train
55,0.010616611829151672,train
56,0.010626781711802287,train
57,0.010602034913477892,train
58,0.010582542745654329,train
59,0.010566792274553543,train
60,0.01058562837984415,train
61,0.010535995990330482,train
62,0.010531318640549752,train
63,0.010519721757641851,train
64,0.01048794423140174,train
65,0.010491820187241726,train
66,0.01048352285399089,train
67,0.01046651567579,train
68,0.010441704715540834,train
69,0.010429819591395263,train
70,0.010426349093031341,train
71,0.010425655705138573,train
72,0.010392985899493798,train
73,0.010373511906219938,train
74,0.010373196373488438,train
75,0.010348600379846515,train
76,0.010353761430630763,train
77,0.010318576358575367,train
78,0.010294677167618395,train
79,0.010309662435641713,train
80,0.010287866763733156,train
81,0.01026722257755004,train
82,0.010260430034567893,train
83,0.010237769458105032,train
84,0.010247468212460295,train
85,0.010235476394778925,train
86,0.010236240545303569,train
87,0.010229451831070619,train
88,0.010201307393642889,train
89,0.01019452396901769,train
90,0.010180507678298582,train
91,0.010195407768661215,train
92,0.010166516525931688,train
93,0.010176963262469958,train
94,0.010182947668109173,train
95,0.010141461106403866,train
96,0.010142125897354737,train
97,0.010137334350537472,train
98,0.010120200145458173,train
99,0.01011232496359504,train
50,0.011218811038688378,test
51,0.011174977044705992,test
52,0.011218356132507325,test
53,0.01115297654469808,test
54,0.011078049119313559,test
55,0.01110321334556297,test
56,0.011070964375248661,test
57,0.011117587004767523,test
58,0.011054126716543128,test
59,0.011112267686702587,test
60,0.011079682975345187,test
61,0.011010775770964445,test
62,0.011002727063496908,test
63,0.011045747352529455,test
64,0.011071914563355623,test
65,0.010982195502740365,test
66,0.010961631283936677,test
67,0.010913073983015838,test
68,0.010908640511830648,test
69,0.010910931661393907,test
70,0.010908356235645435,test
71,0.010905566065399734,test
72,0.010841487211651272,test
73,0.010848168284804732,test
74,0.010931132558540061,test
75,0.010954630381972702,test
76,0.010951437957198532,test
77,0.01081488896475898,test
78,0.010934292826829133,test
79,0.010862530023080331,test
80,0.010869351183926618,test
81,0.01080969420892221,test
82,0.010828086157198305,test
83,0.010789618691691646,test
84,0.010754243614055492,test
85,0.010729020902845594,test
86,0.010761090312180695,test
87,0.010747174398987381,test
88,0.010761747574806213,test
89,0.010711725854873658,test
90,0.010823310588907313,test
91,0.010737097595356128,test
92,0.010780514173154478,test
93,0.011110441596419723,test
94,0.010655934538664641,test
95,0.010743679069589685,test
96,0.010715615053530093,test
97,0.01067353127444232,test
98,0.010629193637989186,test
99,0.010673902688203035,test
100,0.010100979082747175,train
101,0.01010551646278182,train
102,0.010093484090028214,train
103,0.01007963349372878,train
104,0.010081464208039063,train
105,0.010078691940723722,train
106,0.010082576138970656,train
107,0.010056709219582155,train
108,0.010039801809260762,train
109,0.01003007383773449,train
110,0.010026468399272875,train
111,0.010039845692943002,train
112,0.010028386622401107,train
113,0.010003068974525004,train
114,0.010001484464329267,train
115,0.010016212643852863,train
116,0.010002274456791771,train
117,0.01000662785341841,train
118,0.009975034802248562,train
119,0.009979192518709034,train
120,0.009972678325793655,train
121,0.009960011190220351,train
122,0.00998505916841163,train
123,0.009954993978903245,train
124,0.00994876737732715,train
125,0.009958782996705608,train
126,0.009931227282448076,train
127,0.009938878184377501,train
128,0.00992142567178315,train
129,0.009928283870043537,train
130,0.009910089261085058,train
131,0.009918646796696589,train
132,0.009909243774364331,train
133,0.009912437875182293,train
134,0.009882962478350802,train
135,0.009878870708210022,train
136,0.009878654707416648,train
137,0.009868299877813028,train
138,0.009863413236733367,train
139,0.009873229768217587,train
140,0.009853885351966898,train
141,0.009866088356955101,train
142,0.009853717907060045,train
143,0.009835952632279278,train
144,0.009830907075502696,train
145,0.009845635061469597,train
146,0.009820051339542148,train
147,0.009828479959331478,train
148,0.009827585751423987,train
149,0.00981739719691012,train
100,0.010759911266962687,test
101,0.01065454770370766,test
102,0.010734743349640457,test
103,0.010698452447961878,test
104,0.010728000741534762,test
105,0.010690205881330702,test
106,0.01062774278499462,test
107,0.010680960206632261,test
108,0.01060048421577171,test
109,0.01066172767745124,test
110,0.010674092165629069,test
111,0.010708977229506882,test
112,0.010667410168824373,test
113,0.010633088216075191,test
114,0.010565383868747287,test
115,0.0107132604987533,test
116,0.010660215236522533,test
117,0.010692496516969468,test
118,0.01067879802385966,test
119,0.010611434212437383,test
120,0.010624798972518355,test
121,0.010617636899594907,test
122,0.010624036340360288,test
123,0.01063470721774631,test
124,0.010681856930697406,test
125,0.010551769899438929,test
126,0.010617713310100415,test
127,0.010731816980573867,test
128,0.010595291286044651,test
129,0.010636797269185384,test
130,0.010692990520265367,test
131,0.010662131376619692,test
132,0.010563677703009712,test
133,0.0106244849257999,test
134,0.010525280708736843,test
135,0.010619180866524025,test
136,0.010635843534822817,test
137,0.010638556321461995,test
138,0.01054505612232067,test
139,0.010590051216549344,test
140,0.010610138380969011,test
141,0.010578919767450403,test
142,0.010599062255576806,test
143,0.01069960274166531,test
144,0.010592269632551405,test
145,0.010623305868219446,test
146,0.010547769906785753,test
147,0.010649345867722123,test
148,0.010581621154149373,test
149,0.010612075254652235,test
150,0.00982065590751761,train
151,0.009811774348110857,train
152,0.009813411121439571,train
153,0.009804205579209451,train
154,0.009777298498863735,train
155,0.009784607256135494,train
156,0.009782085305661237,train
157,0.009779744617498691,train
158,0.009778726125001426,train
159,0.009769354889764456,train
160,0.009778901659730386,train
161,0.00975935427738747,train
162,0.009763616650093575,train
163,0.009751557531195658,train
164,0.009738534776875715,train
165,0.009751443515000414,train
166,0.009751499396372026,train
167,0.009741291027021438,train
168,0.009730173266159062,train
169,0.009718713278695309,train
170,0.00972092211095186,train
171,0.009723223006966365,train
172,0.00971306753793174,train
173,0.009711474894116393,train
174,0.009716412206077982,train
175,0.009693445721031054,train
176,0.009710702073099561,train
177,0.009688978524371027,train
178,0.009681802094888007,train
179,0.009689859889721241,train
180,0.009700877246933956,train
181,0.009675747493158771,train
182,0.009671545496012913,train
183,0.009667451359394306,train
184,0.009663231964751167,train
185,0.00966428656051671,train
186,0.009671497445916877,train
187,0.009658759413493551,train
188,0.009647151076832974,train
189,0.00964858928077334,train
190,0.009643049897293794,train
191,0.009654506022100605,train
192,0.009637820330265577,train
193,0.009648336786772656,train
194,0.009636709709020518,train
195,0.009625114715056412,train
196,0.009625645826147333,train
197,0.009618186796827214,train
198,0.009614844174448071,train
199,0.009616013238512085,train
150,0.010555738191251402,test
151,0.010555639311119362,test
152,0.0105973996091772,test
153,0.01058586434258355,test
154,0.010612853281586258,test
155,0.01056312596797943,test
156,0.010551316049363877,test
157,0.010571739641825359,test
158,0.010540693046428538,test
159,0.01059479240488123,test
160,0.010641229837912101,test
161,0.01060919813933196,test
162,0.010569829983181423,test
163,0.010564518624764901,test
164,0.010576995874334265,test
165,0.010619278936032896,test
166,0.010570998149447971,test
167,0.010516679136841385,test
168,0.010600324877103169,test
169,0.010562814338118941,test
170,0.010581631987183182,test
171,0.010562579172628898,test
172,0.010510759728043167,test
173,0.010572024220007437,test
174,0.010631863756533022,test
175,0.010665395351692482,test
176,0.010676914879127785,test
177,0.010572883459373756,test
178,0.01060312051066646,test
179,0.010587936249485723,test
